unit,geo\time	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 
GR21	8511.4 	9624.7 	9737.0 	10417.7 	10634.9 b	11399.1 	12266.6 	11478.1 	10450.2 	11146.1 	11699.2 	13127.6 
GR22	9302.3 	10164.4 	10508.0 	11209.1 	12173.5 b	12382.9 	13306.6 	12304.1 	10378.4 	10962.0 	11601.8 	13188.3 
GR23	7954.6 	8326.4 	8381.7 	9457.5 	9216.3 b	10194.2 	11127.3 	10459.1 	9473.2 	10090.6 	10558.1 	11766.5 
GR24	9241.5 	10746.8 	10429.5 	11525.8 	11645.6 b	12790.8 	14023.1 	13284.2 	11713.1 	12780.1 	13430.8 	15063.8 
GR25	7124.8 	7101.7 	7022.6 	7584.0 	7751.9 b	8347.9 	9124.7 	8854.2 	9515.9 	10059.8 	10603.2 	11888.9 
GR30	8876.5 	9475.0 	10274.9 	11297.5 	11630.8 b	12655.3 	13910.4 	13248.0 	15414.6 	15749.4 	16470.5 	18165.4 
GR41	7407.7 	7921.0 	8846.0 	9560.4 	10430.1 b	10554.7 	11443.6 	10812.3 	10851.6 	12051.8 	13046.1 	15133.1 
GR42	8970.3 	9747.6 	9922.0 	11736.3 	13792.6 b	14042.1 	15219.8 	14627.9 	12247.0 	12800.2 	13868.2 	15886.8 
GR43	9253.9 	9593.0 	9726.7 	10371.9 	10610.1 b	11046.2 	12004.2 	11842.3 	10508.5 	11616.0 	12258.3 	13810.7 
HU10	: 	: 	: 	: 	9425.4 	10319.4 	11290.9 	11788.7 	12591.4 	13376.9 	13309.2 	13092.9 
HU21	: 	: 	: 	: 	6373.6 	6964.0 	7550.0 	7535.4 	7715.1 	8052.5 	8789.8 	9025.7 
HU22	: 	: 	: 	: 	6948.0 	7128.0 	7760.5 	7605.6 	8143.3 	8092.2 	8453.4 	8636.7 
HU23	: 	: 	: 	: 	5223.6 	5396.4 	6031.2 	6126.1 	6143.4 	6414.9 	6954.5 	7141.9 
HU31	: 	: 	: 	: 	4572.7 	4930.4 	5427.6 	5483.7 	5589.2 	5888.3 	6325.0 	6497.3 
HU32	: 	: 	: 	: 	4347.8 	4702.3 	5165.7 	5214.7 	5215.6 	5571.7 	6133.8 	6349.1 
HU33	: 	: 	: 	: 	5127.3 	5554.9 	5782.7 	5870.9 	5887.6 	6153.4 	6621.4 	6841.9 
IE01	8268.4	8919.9	9862.7	10270.6	11317.4	12027.2	11453.2	12119.9	13069.2	13889.0	14540.7	15111.2
IE02	10203.2	10900.9	12166.8	12715.5	13738.8	14641.0	14484.0	15106.0	16422.9	17511.9	18386.0	19105.9
ITC1	16678.2 	17260.7 	17043.4 	17684.3 	18283.1 	18559.2 	18501.7 	18667.3 	19017.7 	19421.7 	20348.3 	21123.9 
ITC2	17093.1 	17596.5 	17609.2 	17824.9 	18839.2 	19530.7 	19338.6 	19343.8 	19635.4 	19721.8 	20374.2 	21197.2 
ITC3	14992.3 	15663.4 	15566.4 	15938.4 	16935.9 	17361.6 	17001.8 	17172.2 	17155.9 	17649.0 	18405.1 	19549.2 
ITC4	18507.9 	19152.2 	19099.3 	19656.4 	20558.7 	20885.8 	20852.0 	20764.7 	21169.1 	21686.6 	22488.1 	23402.8 
ITD1	19021.5 	19203.7 	19171.8 	19344.6 	20263.2 	21008.0 	21095.0 	20591.1 	21473.7 	21490.4 	22284.5 	23346.4 
ITD2	17040.6 	17347.9 	17199.4 	17743.5 	18655.7 	18731.2 	18978.4 	18715.2 	18516.1 	18762.1 	19437.7 	20469.7 
ITD3	16489.4 	17237.8 	17142.6 	17672.1 	18533.7 	18848.3 	18550.3 	18822.7 	19029.7 	19457.0 	20132.6 	20871.7 
ITD4	15882.6 	16492.7 	16405.5 	16951.9 	17913.6 	18257.9 	18184.0 	18493.8 	18589.2 	18939.0 	19907.1 	20877.7 
ITD5	18689.8 	19288.7 	19044.1 	19522.0 	20550.2 	20874.8 	20689.6 	20661.6 	20617.8 	21117.2 	22131.9 	23319.1 
ITE1	15809.9 	16306.5 	16095.7 	16645.9 	17562.3 	18074.9 	17845.4 	18085.1 	18192.8 	18598.9 	19360.6 	20274.6 
ITE2	13955.7 	14411.2 	14422.1 	15040.5 	15746.6 	16165.2 	15729.3 	15628.2 	16121.3 	16340.0 	16897.6 	17596.0 
ITE3	14938.0 	15388.0 	15112.1 	15576.5 	16266.0 	16698.5 	16604.5 	16711.6 	16969.6 	17441.9 	18280.9 	18923.9 
ITE4	15782.5 	16353.9 	16178.0 	16530.4 	17267.5 	17952.0 	18325.3 	18439.1 	18848.3 	19282.6 	19523.4 	20280.0 
ITF1	11791.1 	12100.4 	11906.7 	12089.6 	12916.4 	13622.7 	13439.5 	13247.0 	12931.7 	13529.3 	14170.4 	14887.9 
ITF2	9998.8 	10694.2 	10767.3 	11276.1 	11787.6 	12110.2 	11853.1 	12006.5 	12229.1 	12514.7 	13332.7 	13912.7 
ITF3	9000.7 	9409.6 	9527.3 	9772.3 	10357.0 	10782.9 	10852.6 	10860.9 	10832.5 	11221.7 	11611.9 	12107.7 
ITF4	9113.8 	9429.0 	9338.9 	9755.9 	10347.3 	10839.3 	10816.2 	10859.0 	10855.1 	11157.0 	11639.3 	12149.2 
ITF5	9245.5 	9764.1 	9915.9 	10475.3 	11005.5 	11079.0 	11303.7 	11439.3 	11555.3 	11916.6 	12589.7 	13186.3 
ITF6	8174.2 	8651.7 	8673.5 	9081.8 	9381.9 	9937.5 	9906.1 	10154.3 	10273.1 	10564.7 	11090.6 	11420.9 
ITG1	8735.6 	9151.9 	9151.9 	9438.5 	9981.2 	10456.8 	10347.4 	10422.2 	10470.4 	10952.6 	11409.1 	11764.3 
ITG2	9803.4 	10453.6 	10550.2 	10932.6 	11509.8 	12103.4 	12008.9 	12280.8 	12338.2 	12573.5 	13170.8 	13597.3 
LT00	3202.0 	3699.6 	4169.1 	4264.7 	4741.3 	4917.5 	5516.6 	6138.5 	6614.0 	7338.4 	8251.4 	8783.7 
LV00	2715.3 	3074.8 	3132.9 	3168.6 	3634.5 	4013.3 	4470.6 	4820.9 	5361.7 	6035.6 	7032.6 	8555.3 
NL11	11523.5 	12011.5 	12872.7 	13429.6 	14176.3 	14264.0 	15670.6 	15370.7 	15150.4 	15441.5 	16121.9 	17334.7 
NL12	11449.5 	11825.2 	12803.5 	13551.8 	14709.6 	14793.6 	15655.9 	14933.1 	16091.5 	16386.4 	17145.0 	18498.4 
NL13	12244.6 	12877.7 	13734.9 	14275.4 	14924.8 	15000.7 	16174.7 	15693.7 	15879.2 	16795.3 	17282.5 	18865.3 
NL21	11768.6 	12480.5 	13250.3 	13939.1 	14783.9 	14971.0 	16180.2 	15648.8 	16119.4 	16902.5 	17266.0 	18624.3 
NL22	12851.6 	13728.1 	14360.8 	15098.8 	16040.6 	16398.1 	17583.6 	17072.1 	17821.4 	18524.3 	19326.7 	21010.7 
NL23	12999.8 	13338.4 	14589.8 	15522.0 	16117.0 	16842.2 	18176.2 	18146.7 	18017.9 	18257.7 	18994.8 	20241.1 
NL31	14970.6 	16099.2 	17436.5 	18031.5 	19021.0 	19785.0 	21979.3 	20448.9 	20765.2 	22112.7 	22940.7 	24754.5 
NL32	14121.5 	14950.0 	16023.5 	16936.2 	18258.7 	18818.8 	20566.6 	19397.6 	19786.1 	20811.8 	21726.8 	23863.4 
NL33	13665.2 	14330.9 	15387.5 	15900.7 	16935.5 	17687.1 	19142.8 	18493.9 	18995.4 	19594.0 	20502.2 	22231.2 
NL34	12708.4 	13258.6 	14263.1 	14022.8 	15703.1 	15251.5 	16487.1 	16153.8 	17334.1 	17743.7 	18496.5 	19739.4 
NL41	13330.9 	14089.2 	14785.1 	15508.2 	16926.4 	17001.2 	18107.9 	17399.3 	18286.2 	18908.9 	19840.9 	21516.0 
NL42	12195.3 	12775.7 	13583.3 	14284.5 	15256.8 	15544.8 	16355.0 	15848.7 	15724.7 	16183.6 	16792.3 	18194.2 
PL11	4292.1 	4738.5 	5103.8 	5299.9 	5560.4 	5782.6 	6007.3 	6011.9 	6510.5 	6692.8 	7168.9 	8165.2 
PL12	6204.8 	6874.8 	7588.4 	7895.9 	8580.2 	9027.8 	9223.2 	9087.4 	9618.3 	10026.1 	10646.9 	12182.4 
PL21	4150.9 	4530.9 	4926.4 	5065.0 	5340.6 	5437.0 	5633.6 	5512.9 	5833.8 	6015.7 	6434.4 	7265.6 
PL22	5412.9 	5762.8 	6196.7 	6377.8 	6641.9 	6816.3 	6961.9 	6920.0 	7281.9 	7524.2 	7930.5 	9090.2 
PL31	3659.1 	3965.1 	4203.6 	4239.6 	4363.0 	4659.5 	4747.1 	4757.1 	5074.4 	5144.5 	5452.5 	6239.2 
PL32	3395.2 	3742.9 	4050.8 	4194.6 	4366.6 	4541.9 	4579.3 	4582.9 	4839.9 	4953.8 	5313.6 	6014.4 
PL33	3492.7 	3836.3 	4152.3 	4475.0 	4775.4 	4903.6 	5065.6 	5132.6 	5476.5 	5498.6 	5915.6 	6736.0 
PL34	3681.1 	4038.3 	4296.7 	4318.9 	4661.4 	5039.5 	5079.2 	5037.1 	5530.2 	5587.7 	5999.9 	6771.7 
PL41	4466.2 	4948.0 	5439.5 	5740.0 	6239.9 	6516.3 	6521.1 	6541.4 	7196.3 	7315.2 	7759.5 	8819.2 
PL42	4706.4 	5115.1 	5379.1 	5778.8 	6182.8 	6367.4 	6391.9 	6250.0 	6715.0 	6859.1 	7286.5 	8192.8 
PL43	4353.2 	4796.3 	5035.9 	5181.2 	5417.9 	5607.7 	5597.6 	5482.0 	5985.3 	6169.7 	6585.2 	7545.7 
PL51	4564.3 	4966.0 	5292.6 	5582.8 	6142.0 	6453.8 	6589.9 	6431.3 	6806.0 	7054.7 	7519.1 	8610.3 
PL52	4112.2 	4495.7 	4778.2 	4604.0 	4820.5 	4985.0 	5057.8 	5014.4 	5414.8 	5605.4 	5972.6 	6994.8 
PL61	4269.2 	4649.1 	5033.6 	5116.5 	5425.6 	5762.2 	5882.4 	5736.9 	6229.0 	6312.0 	6711.5 	7588.9 
PL62	3553.2 	3911.9 	4171.7 	4617.7 	4864.8 	4962.4 	5014.7 	5086.3 	5517.2 	5624.6 	5992.9 	6680.6 
PL63	4471.4 	4908.0 	5245.1 	5478.4 	5783.1 	6119.6 	6153.4 	6017.3 	6445.8 	6651.9 	7166.1 	8302.2 
PT11	6766.2 	6991.4 	7096.4 	7594.2 	8032.6 	8278.7 	8238.7 	8370.8 	8473.2 	8959.7 	9236.8 	9434.0 
PT15	8432.1 	8649.6 	8778.5 	9481.1 	10374.1 	10910.8 	10967.9 	11496.3 	11425.0 	12148.2 	12482.9 	12643.1 
PT16	6733.1 	6861.1 	7082.4 	7687.4 	8212.4 	8470.3 	8458.0 	8833.2 	8966.2 	9534.7 	9767.6 	9839.3 
PT17	10383.5 	11031.3 	11537.5 	12420.9 	13560.5 	13852.2 	14086.5 	14327.8 	14308.7 	15447.6 	15839.7 	16251.3 
PT18	7098.3 	7368.7 	7427.9 	7748.9 	8414.0 	8511.3 	8850.6 	9101.9 	9255.1 	9654.0 	9934.9 	10010.5 
PT20	6779.3 	6953.6 	7247.7 	7969.6 	8594.4 	9053.8 	9362.0 	9694.4 	9911.2 	10564.3 	10862.1 	10981.5 
PT30	6842.5 	7242.3 	7665.9 	8305.4 	8959.0 	9330.6 	9753.9 	10586.3 	10985.0 	11677.8 	11905.8 	11857.7 
RO11	: 	: 	2399.4 	2583.4 	2871.8 	3435.0 	3346.9 	3199.2 	3817.0 	4040.4 	4448.2 	5191.2 
RO12	: 	: 	2476.9 	2661.4 	3045.7 	3457.3 	3502.3 	3404.3 	3961.7 	4093.5 	4595.7 	5401.1 
RO21	: 	: 	1778.4 	1957.3 	2208.6 	2693.9 	2550.2 	2358.5 	2742.0 	2880.2 	3167.8 	3576.6 
RO22	: 	: 	2448.9 	2587.8 	2822.7 	3334.9 	3129.3 	2959.9 	3704.3 	3725.6 	4153.4 	4603.4 
RO31	: 	: 	2145.9 	2179.6 	2368.1 	3042.0 	2815.8 	2715.8 	3317.3 	3414.9 	3716.1 	4224.2 
RO32	: 	: 	3535.8 	3742.2 	5194.1 	5900.1 	5928.3 	5905.6 	7001.6 	8734.6 	10189.3 	12204.1 
RO41	: 	: 	2144.6 	2390.5 	2712.8 	3348.0 	2868.6 	2864.7 	3378.8 	3400.4 	3798.0 	4348.9 
RO42	: 	: 	2779.3 	3013.7 	3345.4 	4174.4 	3932.5 	3937.0 	4723.0 	4893.5 	5518.7 	6325.0 
SE11	14985.6	15871.8	16523.1	17462.7	20337.3	20810.2	20630.1	20672.7	21281.4	22109.1	23242.5	25010.4
SE12	11278.8	11670.1	12204.7	12780.1	14667.5	14905.0	15214.3	15259.0	15975.8	16617.0	17193.6	18683.1
SE21	11116.2	11382.5	11883.4	12432.0	14141.4	14339.9	14550.5	14899.3	15423.3	16075.0	16870.3	18508.0
SE22	11374.7	11744.8	12239.0	12750.0	14515.0	14745.0	14981.9	15230.7	15825.4	16411.6	17318.1	18747.8
SE23	11739.6	12129.2	12673.7	13263.8	15016.7	15371.8	15709.7	16158.9	16687.7	17327.2	18301.0	19842.4
SE31	10497.9	10723.4	11076.5	11515.8	12965.9	13048.2	13349.4	13777.0	14385.4	15006.7	15617.9	17046.7
SE32	10871.7	11159.1	11418.4	11964.2	13543.7	13758.5	14110.3	14263.7	15046.6	15712.5	16301.7	17688.4
SE33	10453.1	10691.6	11066.6	11427.2	12782.4	12853.6	13066.3	13400.6	14148.2	14724.5	15516.3	17224.7
SI01	: 	: 	: 	: 	8711.8 	9104.7 	9752.3 	9751.1 	10425.6 	11052.3 	11740.0 	12515.1 
SI02	: 	: 	: 	: 	10839.5 	11409.6 	12138.0 	12157.4 	12898.6 	13512.3 	14195.8 	14937.1 
SK01	8021.4 	9079.4 	9694.3 	9808.3 	10209.1 	11363.2 	12474.9 	11844.3 	12391.2 	14944.5 	15828.8 	17811.9 
SK02	4703.2 	5225.0 	5437.4 	5333.5 	5657.7 	6187.7 	6728.0 	6540.9 	6821.6 	7605.5 	8501.6 	9642.8 
SK03	4396.4 	4963.3 	5203.7 	5122.3 	5377.5 	5858.7 	6217.4 	6062.1 	6135.0 	7042.0 	7696.1 	9075.4 
SK04	4279.5 	4829.6 	5011.5 	4843.5 	4990.1 	5386.7 	5546.0 	5517.3 	5667.2 	6168.2 	6767.6 	7441.0 
UKC1	10206.6	10965.2	11095.2	11382.3	12505.3	13258.9	13348.4	13733.4	14590.0	15108.3	15427.9	15450.3
UKC2	10061.7	11008.8	11419.6	11664.6	12619.8	13492.3	13633.5	14136.5	15094.5	15571.6	16200.2	16301.5
UKD1	11497.6	12129.5	12912.9	13181.8	13827.9	15227.1	15041.9	15602.3	16513.9	17311.4	17537.3	17609.2
UKD2	13173.4	14467.3	14790.7	15748.7	16676.4	17353.3	17979.8	18890.5	20300.1	21084.3	21480.3	21546.1
UKD3	11074.8	11991.0	12449.2	13178.0	14692.2	15166.1	15183.6	15589.6	16373.7	16891.7	17320.0	17401.9
UKD4	10831.1	11552.1	11875.2	12168.7	13138.8	14049.4	14176.3	14518.4	15259.2	15919.3	16045.7	16174.2
UKD5	9919.0	10647.2	11126.1	11573.5	12604.6	13384.4	13590.4	14035.4	14789.7	15329.4	15565.6	15687.1
UKE1	10813.1	11297.8	11867.0	12418.9	13342.4	14081.6	14372.9	15087.8	15780.4	16339.2	16657.0	16741.7
UKE2	13516.3	14074.8	14930.5	15828.9	16262.0	17155.8	17537.1	18112.5	18930.6	20173.8	21137.9	21122.2
UKE3	10237.2	11014.3	11631.4	12038.1	13309.0	14172.3	14276.8	14933.4	15761.5	16180.3	16405.0	16483.2
UKE4	11423.8	12224.8	12843.2	13165.3	14464.3	15251.5	15383.3	15873.8	16586.9	16987.2	17072.9	17065.5
UKF1	11203.3	11707.9	12350.0	12933.9	13716.6	14592.7	15012.2	15958.4	16709.2	17168.9	17650.2	17720.4
UKF2	12837.1	13819.7	14025.1	14554.4	15746.7	16733.1	16999.0	18009.8	18885.9	19512.3	20068.2	20033.7
UKF3	12102.0	12486.8	12835.5	13273.9	14325.2	15097.4	15154.0	16087.5	16519.2	17370.7	17697.0	17652.5
UKG1	13331.2	13902.8	14673.6	15266.2	16264.3	17660.4	17997.7	18648.2	19840.0	20875.5	21492.7	21487.1
UKG2	11951.1	12463.4	13119.8	13663.2	14525.1	15501.6	15680.4	16423.4	16865.9	17507.8	18166.2	18217.6
UKG3	10656.9	11436.1	12071.0	12525.7	13720.9	14409.8	14421.2	14582.6	15150.6	15341.4	15403.7	15457.9
UKH1	12586.5	13226.4	13610.9	14273.8	15794.1	16979.0	17074.0	17695.6	18238.2	19101.2	19273.6	19215.7
UKH2	16005.1	17335.5	18074.0	18517.8	20808.9	22450.1	22866.4	23436.5	24122.0	24622.4	25495.8	25474.3
UKH3	14186.7	15528.4	16304.9	17094.8	18511.7	20123.7	20215.5	20746.6	21372.6	21816.8	22203.2	22130.0
UKI1	17533.9	19040.8	20336.9	22315.1	27205.5	27606.6	26291.8	27498.4	29652.7	32066.8	35017.1	34841.8
UKI2	15255.7	16543.0	17581.5	18294.6	20369.4	21702.8	21535.1	22611.6	23510.8	24436.7	25295.4	25296.8
UKJ1	16334.6	18015.1	18898.7	19515.4	22008.6	23473.0	23620.7	24051.3	24713.0	25614.1	27135.1	27037.5
UKJ2	15056.8	16832.4	17848.7	18809.5	20587.4	22154.0	22256.5	22647.9	23383.3	24383.4	25714.4	25639.9
UKJ3	13253.5	14535.1	15222.8	15781.2	17245.7	18573.4	18869.9	19293.5	19974.2	20186.1	20900.0	20847.0
UKJ4	12918.8	14208.5	14770.1	15459.0	16972.8	18327.3	18637.7	18911.7	19596.3	20108.0	20668.9	20618.9
UKK1	13129.8	14308.2	14936.6	15604.7	17098.8	18284.5	18472.0	19191.9	19847.7	20481.6	21142.1	21141.7
UKK2	11730.1	12719.1	13315.8	13962.2	14986.8	16170.5	16286.1	17092.4	17963.7	18570.2	19351.4	19378.9
UKK3	10205.9	10862.3	11278.6	11457.8	12122.5	13072.6	13228.4	13685.8	14380.9	14931.3	15527.9	15404.4
UKK4	10651.0	11356.5	11766.7	12023.2	13157.0	14162.7	14207.6	14783.9	15424.4	16147.2	16595.8	16520.7
UKL1	9695.8	10201.5	10494.8	10886.5	11567.9	12505.6	12636.9	13187.6	13888.7	14410.7	14558.4	14610.4
UKL2	11260.3	11749.3	11995.8	12631.4	13741.2	14670.8	14859.6	15427.6	16503.9	17129.9	17162.3	17177.5
UKM2	12628.6	13302.1	13829.2	14340.0	15296.9	16535.4	16832.1	17322.2	18484.4	19286.8	19798.5	19781.3
UKM3	10969.3	11680.4	12156.1	12582.6	13916.9	14882.1	15082.6	15464.6	16211.6	16945.4	17516.1	17583.4
UKM5	:	:	:	:	:	:	19211.5	19525.9	20690.2	22295.0	24052.5	24035.4
UKM6	:	:	:	:	:	:	13561.0	13960.8	14887.0	15842.0	16453.1	16435.4
UKN0	9914.7	10695.0	11051.3	11332.5	12460.1	13140.8	13299.0	13962.6	14757.8	15465.3	16047.3	15988.3
